Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23
251,KYFS Kent Valley ECEAP,,71,Kent Youth And Family Service,17,ESD 121 - Puget Sound ESD,Faith-Based Facility,225 WEST SAAR,Kent,WA,98032,King,2538548768,Diane Short,DianeS@kyfs.org,2538548768,,38,36,69,"225 WEST SAAR
Kent, WA 98032
(47.378624, -122.234351)",Yes
"1,454",Auburn Terminal Park Elementary,,673,Auburn School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,1101 D Street SE,Auburn,WA,98002,King,2539314943,Jenny Murphy,jamurphy@auburn.wednet.edu,2539314943,,38,36,69,"1101 D Street SE
Auburn, WA 98002
(47.297918, -122.224067)",Yes
314,Primm ABC Preschool And Child Care,Primm ABC ChildCare,100,Primm ABC Preschool And Child Care CTR,6,City of Seattle ,Faith-Based Facility,4455 S BRANDON ST,SEATTLE,WA,98118,King,2067232038,Sandra Nelson,primmabc@outlook.com,2067232038,,10,36,69,"4455 S BRANDON ST
SEATTLE, WA 98118
(47.553406, -122.276902)",Yes
392,White Salmon Early Learning Center,,,Direct Service Site,14,ESD 112 - Vancouver,Public school or school district building,520 Loop Road,White Salmon,WA,98672,Klickitat,3607507500x342,,,,,13,36,69,"520 Loop Road
White Salmon, WA 98672
(45.739418, -121.494469)",Yes
"1,479",South Bend School District ECEAP,,,Direct Service Site,37,South Bend School District,Public school or school district building,508 Broadway,South Bend,WA,98586,Pacific,3608755327x1,Amy Nelson,anelson@southbendschools.org,3608755327,,29,36,69,"508 Broadway South Bend
WA 98586",Yes
"2,434",Martin Luther King Jr. Family Outreach Center,,80,Martin Luther King Jr. Family Outreach Center,8,Community Colleges of Spokane,Non-Profit Organization Building,500 S Stone Street,Spokane,WA,99202,Spokane,9999999999,,,,,40,36,69,"500 S Stone Street
Spokane, WA 99202
(47.650844, -117.376693)",No
"2,169",SWCCC Park Crest Early Learning Center,,,Direct Service Site,14,ESD 112 - Vancouver,Non-Profit Organization Building,712 SE Parkcrest Avenue,Vancouver,WA,98683,Clark,3609523466,,,,,42,36,69,"712 SE Parkcrest Avenue
Vancouver, WA 98683
(45.616289, -122.522516)",Yes
"1,407",EPIC Place,EPIC,,Direct Service Site,11,Enterprise for Progress in the Community,Non-Profit Organization Building,701 Superior Ln,Yakima,WA,98902,Yakima,5092483950,Karri Livingston,karril@epicnet.org,5098956439,5099452960,90,36,69,"701 Superior Ln
Yakima, WA 98902
(46.608006, -120.54639)",Yes
293,Ocean Shores Elementary School,North Beach School District,89,North Beach School District,2,Aberdeen School District,Public school or school district building,300 Mt Olympus Ave SE,Ocean Shores,WA,98569,Grays Harbor,3605378711,Andrew Kelly,akelly@northbeachschools.org,3602895835,,12,36,69,"300 Mt Olympus Ave SE
Ocean Shores, WA 98569
(46.977538, -124.155874)",Yes
299,Olalla,,,Direct Service Site,16,ESD 114 - Olympic ESD,Public school or school district building,6100 Denny Bond Rd. Se,Olalla,WA,98359,Kitsap,3604786889,Olivia Eubanks,oeubanks@oesd114.org,2538574022,,18,36,69,"6100 Denny Bond Rd Se
Olalla, WA 98359
(47.432493, -122.571938)",Yes
"2,260",,,2259,,13,ESD 105 - Yakima,Family Child Care Home,,,WA,98948,Yakima,,,,,,5,36,69,,Yes
"2,432",Royal City Blossoms,,,Direct Service Site,41,Inspire Development Centers,Head Start Facility,431 Cherry Street,Royal City,WA,99357,Grant,5093462449,Jacklyn Esparza,jacklyn.esparza@inspire-centers.org,5098378909,,40,36,69,"431 Cherry Street
Royal City, WA 99357
(46.903413, -119.621)",No
"1,440",Fisher Elementary School,,,Direct Service Site,30,Opportunity Council,Public school or school district building,501 14th St.,Lynden,WA,98264,Whatcom,3603544291,Wendy Beebout,wendy_beebout@oppco.org,3607348396,,27,36,69,"501 14th St
Lynden, WA 98264
(48.94471, -122.465417)",Yes
227,Grantham,,,Direct Service Site,23,Lewis-Clark Early Childhood Program,Public school or school district building,1253 Poplar St,Clarkston,WA,99403,Asotin,5097519890,Brittny Ramirez,bramirez@lcecp.org,5097519890,,38,36,69,"1253 Poplar St
Clarkston, WA 99403
(46.418122, -117.057321)",Yes
"2,342",Theler Center,,,Direct Service Site,16,ESD 114 - Olympic ESD,Public school or school district building,22871 WA-3,Belfair,WA,98528,Mason,3604786860,Kristy Esler,kesler@oesd114.org,3602772391,,30,36,69,"22871 WA
Belfair, WA 98528",No
209,Peninsula Evergreen Elementary ECEAP,,98,Peninsula School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,"1820 Key Peninsula Hwy, KPS",Lakebay,WA,98349,Pierce,2535301358,Lisa Reaugh,reaughl@psd401.net,2535301082,,18,36,69,"1820 Key Peninsula Hwy
KPS Lakebay, WA 98349
(47.240306, -122.770681)",Yes
382,Valley School District,Valley Early Learning Center ,129,Valley School District,32,Rural Resources Community Action,Public school or school district building,3030 Huffman Rd,Valley,WA,99181,Stevens,5093543155,Candace Harris,candace.harris@velc.org,5099372638,,24,36,69,"3030 Huffman Rd Valley
WA 99181
(48.16988, -117.720443)",Yes
"1,498",Community Child Care Center Colfax,,,Direct Service Site,7,Community Child Care Center,Public school or school district building,1207 N Morton,Colfax,WA,99111,Whitman,5093349290,Suzanne Bleeker,suzanne@community-childcare.org,5093973335,,20,36,69,"1207 N Morton
Colfax, WA 99111
(46.892864, -117.360964)",Yes
601,Learning Avenues Child Care Centers,LACC,76,Learning Avenues Child Care Centers,10,Educational Opportunities for Children and Families,Faith-Based Facility,5701 MACARTHUR BLVD.,Vancouver,WA,98661,Clark,3605672720,Dorene Brugman,dorene@learningavenues.com,3609069128,3609069127,36,36,69,"5701 MACARTHUR BLVD
Vancouver, WA 98661
(45.623525, -122.612396)",Yes
"2,248",Early Learning Center,,,Direct Service Site,"1,364",ESD 123,Public school or school district building,1315 N 7th Ave,Pasco,WA,99301,Franklin,5095445770,Patricia Garcia,pgarcia@esd123.org,5093805440,,118,36,69,"1315 N 7th Ave
Pasco, WA 99301
(46.2398, -119.099375)",Yes
"2,390",Refugee Womens Alliance at MLK,ReWA-MLK,105,Refugee Women's Alliance,6,City of Seattle ,Child Care Center Including Campus Child Care,4008 M L KING JR WAY S,SEATTLE                ,WA,98108,King,2067210243,Thi Thi Gray,thithi@rewa.org,2067210243,,6,36,69,"4008 M L KING JR WAY S
SEATTLE, WA 98108",Yes
344,Tacoma Sheridan Elementary ECEAP,,120,Tacoma School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,5317 Mckinley Avenue,Tacoma,WA,98404,Pierce,2535715927,Pam Stuard,PStuard@Tacoma.K12.Wa.US,2535715927,,38,36,69,"5317 Mckinley Avenue
Tacoma, WA 98404
(47.209013, -122.420887)",Yes
"2,380",Gerber Nancy L,,2379,Little House for Little People,"2,028",Early Learning Child Development Resources,Child Care Center Including Campus Child Care,10303 E Valleyway,Spokane Valley,WA,99206,Spokane,5093155404,Nancy Gerber,grand-nan@comcast.net,5099246534,,3,36,69,"10303 E Valleyway Spokane Valley
WA 99206",Yes
"2,378",BURTON MICHELLE L,,2377,Dominion View Daycare,"2,028",Early Learning Child Development Resources,Child Care Center Including Campus Child Care,400 DOMINION VIEW ROAD,Colville,WA,99114,Stevens,5093155404,Michelle Burton,michelleburton1969@outlook.com,5096845415,,3,36,69,"400 DOMINION VIEW ROAD
Colville, WA 99114
(48.545264, -117.834105)",Yes
685,Auburn Main Site,,673,Auburn School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,2234 K St SE,Auburn,WA,98002,King,2539314943,Emily Cauter,ecauter@auburn.wednet.edu,2532889939,,38,36,69,"2234 K St SE
Auburn, WA 98002
(47.288277, -122.216011)",Yes
"2,123",Inspire Development Center - Prosser,,,Direct Service Site,41,Inspire Development Centers,Head Start Facility,1300 Meade Ave,Prosser,WA,99350,Benton,5097816373,Brenda Ramirez,brenda.ramirez@inspire-centers.org,5097816372,,40,36,69,"1300 Meade Ave
Prosser, WA 99350
(46.206368, -119.767981)",Yes
264,Lind Elementary,Lind ECEAP,78,Lind School District,12,ESD 101 - NEW ESD,Public school or school district building,206 W 3rd St,Lind,WA,99341,Adams,5096773481x408,Darrell Lembcke,dlembcke@lrschools.org,5096773481,,11,36,69,"206 W 3rd St
Lind, WA 99341
(46.972993, -118.617239)",Yes
"2,170",CHILDRENS VILLAGE SALMON CRK,,2127,Children's Village,14,ESD 112 - Vancouver,Child Care Center Including Campus Child Care,1900 NE 129TH STREET,VANCOUVER,WA,98686,Clark,3609523364,Angela Benedict,angela@childrensvillageinc.com,3609440123,,18,36,69,"1900 NE 129TH STREET
VANCOUVER, WA 98686
(45.714643, -122.652422)",Yes
"2,029",Chehalis United Methodist Church,,,Direct Service Site,4,Centralia College,Faith-Based Facility,16 S. Market Blvd,Chehalis,WA,98532,Lewis,3606238950,Teresa Schneider,teresa.schneider@centralia.edu,3606238603,,30,36,69,"16 S Market Blvd
Chehalis, WA 98532
(46.661226, -122.963452)",Yes
"2,233",Kid's World,,,Direct Service Site,"1,364",ESD 123,Non-Profit Organization Building,820 N 20th Ave,Pasco,WA,99301,Franklin,5095445770,Patricia Garcia,pgarcia@esd123.org,5093805440,,58,36,69,"820 N 20th Ave
Pasco, WA 99301
(46.236652, -119.117417)",Yes
"1,929",Rainbow Kids 2,RKYakima ECEAP,1928,Rainbow Kidz,13,ESD 105 - Yakima,Child Care Center Including Campus Child Care,1111 swan ave,Yakima,WA,98902,Yakima,5099309979,Rosanna Figueroa,rosannafigueroa1984@yahoo.com,5094525583,,11,36,69,"1111 swan ave
Yakima, WA 98902
(46.609505, -120.521337)",Yes
254,Wenatchee,,,Direct Service Site,5,Chelan-Douglas Child Services Association,Head Start Facility,1305 Kittitas,Wenatchee,WA,98801,Chelan,5096620683x260,Christy Walt,christyw@cdcsa.com,5096635179,,15,36,69,"1305 Kittitas
Wenatchee, WA 98801
(47.40564, -120.316485)",Yes
186,Dayton Elementary School,,,Direct Service Site,9,Dayton School District,Public school or school district building,302 E Park St,Dayton,WA,99328,Columbia,5093822507x247,Brooke Lovgren,brookel@daytonsd.org,5093822507,,18,36,69,"302 E Park St
Dayton, WA 99328
(46.317422, -117.976066)",Yes
212,EPS Madison,,62,Everett Public Schools,36,Snohomish County,Public school or school district building,616 Pecks Dr,Everett,WA,98203,Snohomish,4253855958,Nancy Brown,nbrown2@everettsd.org,4253855958,,40,36,69,"616 Pecks Dr
Everett, WA 98203
(47.941857, -122.223913)",Yes
"2,278",Parkview Early Learning Center,,2277,J&H Childcare LLC,8,Community Colleges of Spokane,Child Care Center Including Campus Child Care,5122 N Division,Spokane,WA,99207,Spokane,5093265610,Whitney Kuhn,pelc.assistant.director@gmail.com,5093265610,,50,36,69,"5122 N Division
Spokane, WA 99207
(47.704945, -117.411174)",Yes
"1,467",Mt. Angeles View HS/EHS/ECEAP,MAV,,Direct Service Site,28,Olympic Community Action Programs,Head Start Facility,2321 S Francis Street,Port Angeles,WA,98362,Clallam,3604524726,Camryn Smith,csmith@olycap.org,3604528496,,10,36,69,"2321 S Francis Street
Port Angeles, WA 98362
(48.104394, -123.429407)",Yes
"2,271",Sunset Ridge,,,Direct Service Site,"2,255",Benton Franklin Head Start,Head Start Facility,6215 BURDEN BLVD,Pasco,WA,99301,Franklin,5097921162,Christena Young,christenay@bfhs.net,5097921162,,20,36,69,"6215 BURDEN BLVD
Pasco, WA 99301
(46.270525, -119.171986)",Yes
369,TCC Early Learning Center,Tacoma Community College,123,TCC Children's Center,17,ESD 121 - Puget Sound ESD,Child Care Center Including Campus Child Care,6501 South 19th Street Bldg #3,Tacoma,WA,98466,Pierce,2535665317,Renee Hernandez-Greenfield,rhernandezgreenfield@tacomacc.edu,2535666020,,24,36,69,"6501 South 19th Street
Tacoma, WA 98466
(47.24276, -122.521028)",Yes
371,Federal Way Thomas Jefferson ECEAP,Thomas Jefferson High School ,64,Federal Way School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,4248 S 288th Street,Auburn,WA,98001,King,2539452379,Shannon Davis,sdavis@fwps.org,2539455716,,40,36,69,"4248 S 288th Street
Auburn, WA 98001
(47.343397, -122.278712)",Yes
170,Tukwila Cascade View Elementary ECEAP,,126,Tukwila School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,13601 - 32nd Ave S,Tukwila,WA,98168,King,2069017743,Terra Dupont,DupontT@tukwila.wednet.edu,2069017743,,40,36,69,"13601 32nd Ave S
Tukwila, WA 98168
(47.481614, -122.291819)",Yes
"2,107",Connell Early Childhood Center,,,Direct Service Site,"1,364",ESD 123,Public school or school district building,110 N Chelan,Connell,WA,99326,Franklin,5095445770,Corina  Flores ,coflores@esd123.org,5093802312,,20,36,69,"110 N Chelan
Connell, WA 99326",Yes
"1,442",Spokane Child Development,,1441,Spokane Child Development Center,8,Community Colleges of Spokane,Child Care Center Including Campus Child Care,3120 N Industrial Pk 1st St,Spokane,WA,99216,Spokane,5099242850,Vicki Greger,vickichildrenfirst@ptera.net,5099242850,,21,36,69,"3120 N Industrial Pk 1st St
Spokane, WA 99216",Yes
"2,183",McGillivray,,,Direct Service Site,10,Educational Opportunities for Children and Families,Head Start Facility,"2401 SE 161st Court, Suite A",Vancouver,WA,98683,Clark,3608969912,Dana Taub,dana.taub@eocfwa.org,3605671701,,36,36,69,"2401 SE 161st Court
Suite A Vancouver, WA 98683
(45.603534, -122.506476)",Yes
"1,958",Minnehaha Early Learning Center,,,Direct Service Site,14,ESD 112 - Vancouver,Non-Profit Organization Building,4517 NE St. Johns Rd,Vancouver,WA,98661,Clark,3607507500,Lisa MacDonald,lisa.macdonald@selfwa.org,3609523600,,51,36,69,"4517 NE St Johns Rd
Vancouver, WA 98661
(45.654767, -122.635998)",Yes
"2,356",Walla Walla ECEAP Blueridge,,,Direct Service Site,"1,364",ESD 123,Public school or school district building,1150 W. Chestnut Street,Walla Walla,WA,99362,Walla Walla,5095207123,Jenyfer Reese,jreese@wwps.org,5095261781,,99,36,69,"1150 W Chestnut Street
Walla Walla, WA 99362
(46.053672, -118.354732)",Yes
"2,262",Newport Heights Early Learning,,,Direct Service Site,"1,964",Bellevue School District,Public school or school district building,5225 119th Ave SE,Bellevue,WA,98006,King,4254564030,Jennifer Sanislo,sanisloj@bsd405.org,4254565588,,10,36,69,"5225 119th Ave SE
Bellevue, WA 98006
(47.555895, -122.179684)",Yes
679,Ellsworth,,,Direct Service Site,10,Educational Opportunities for Children and Families,Head Start Facility,512 SE ELLSWORTH ROAD,VANCOUVER,WA,98664,Clark,3605672720,Diana Atkinson,diana.atkinson@eocfwa.org,3605670923,,17,36,69,"512 SE ELLSWORTH ROAD
VANCOUVER, WA 98664
(45.617046, -122.561262)",Yes
